	カテゴリ	バス停			サブカテ	路線																																											
	path	busstop			subpath	route																																											
																																																	
																																																	
																																																	
																																																	
	共通属性																									個別属性																							
(項目名)	施設名	電話	住所	時間帯	価格	WGS84緯度	WGS84経度	定休日	駐車場	サムネ画像	ホームページ															id	seq	バスタイプ	バス会社	路線																			
(キー)	name	tel	address	open	fee	lat	lng	closingday	parking	thumbnail	homepage															id	sql	bustype	company	route																			
(属性型)	text	text	text	times	text	degree	degree	text	text	url	url															text	text	text	text	text																			
	古宮			message=,stime=0:00,etime=0:4596		33.12348926	131.3311823			small_busstop.jpg																n1588	1	3	由布市	スクールバス阿蘇野コース																			
	古宮			message=,stime=0:00,etime=0:4597		33.12348926	131.3311823			small_busstop.jpg																n1588	2	3	由布市	阿蘇野コース																			
	古宮			message=,stime=0:00,etime=0:4598		33.12348926	131.3311823			small_busstop.jpg																n1588	3	3	由布市	小野屋敷前～所小野																			
	古宮			message=,stime=0:00,etime=0:4599		33.12348926	131.3311823			small_busstop.jpg																n1588	4	3	由布市	岩下～小野屋敷																			
	古原			message=,stime=0:00,etime=0:4600		33.21586218	131.520612			small_busstop.jpg																n1589	1	3	由布市	七蔵司コース																			
	古後中学校前			message=,stime=0:00,etime=0:4601		33.36582731	131.0944459			small_busstop.jpg																n1590	1	1	玖珠観光バス（株）	豊後森駅前～守実温泉																			
	古後中学校前			message=,stime=0:00,etime=0:4602		33.36582731	131.0944459			small_busstop.jpg																n1590	2	1	玖珠観光バス（株）	豊後森～太田②（～守実温泉）																			
	古後中学校前			message=,stime=0:00,etime=0:4603		33.36582731	131.0944459			small_busstop.jpg																n1590	3	1	大交北部バス（株）	守実温泉～玖珠																			
	古後保育園前			message=,stime=0:00,etime=0:4604		33.36998473	131.0933594			small_busstop.jpg																n1591	1	1	玖珠観光バス（株）	豊後森駅前～守実温泉																			
	古後保育園前			message=,stime=0:00,etime=0:4605		33.36998473	131.0933594			small_busstop.jpg																n1591	2	1	玖珠観光バス（株）	豊後森～太田②（～守実温泉）																			
	古後保育園前			message=,stime=0:00,etime=0:4606		33.36998473	131.0933594			small_busstop.jpg																n1591	3	1	大交北部バス（株）	守実温泉～玖珠																			
	古江			message=,stime=0:00,etime=0:4607		33.67332114	131.6174683			small_busstop.jpg																n1592	1	1	国東観光バス（株）	岐部線																			
	古江			message=,stime=0:00,etime=0:4608		33.67332114	131.6174683			small_busstop.jpg																n1592	2	1	国東観光バス（株）	竹田津線																			
	古江			message=,stime=0:00,etime=0:4609		33.67332114	131.6174683			small_busstop.jpg																n1592	3	1	国東観光バス（株）	東国見線																			
	古江			message=,stime=0:00,etime=0:4610		33.0214274	131.9131758			small_busstop.jpg																n1593	1	1	大分バス（株）	大手前～浪太（ナブト）～長田～蒲戸（カマド）～大浜入口																			
	古江			message=,stime=0:00,etime=0:4611		33.0214274	131.9131758			small_busstop.jpg																n1593	2	1	大分バス（株）	大手前～大浜入口																			
	古国府			message=,stime=0:00,etime=0:4612		33.2190953	131.6140945			small_busstop.jpg																n1594	1	1	大分バス（株）	大道経由古国府循環、元町経由古国府循環																			
	古市			message=,stime=0:00,etime=0:4613		33.33803829	131.4943479			small_busstop.jpg																n1595	1	1	大分交通（株）	APU線50																			
	古市			message=,stime=0:00,etime=0:4614		33.33803829	131.4943479			small_busstop.jpg																n1595	2	1	大分交通（株）	APU線51																			
	古市			message=,stime=0:00,etime=0:4615		33.33803829	131.4943479			small_busstop.jpg																n1595	3	1	大分交通（株）	APU線52																			
	古市			message=,stime=0:00,etime=0:4616		33.33803829	131.4943479			small_busstop.jpg																n1595	4	1	大分交通（株）	APU線53																			
	古市			message=,stime=0:00,etime=0:4617		33.33803829	131.4943479			small_busstop.jpg																n1595	5	1	大分交通（株）	APU線AS54																			
	古市			message=,stime=0:00,etime=0:4618		33.33803829	131.4943479			small_busstop.jpg																n1595	6	1	大分交通（株）	辻間団地線80																			
	古市			message=,stime=0:00,etime=0:4619		33.33803829	131.4943479			small_busstop.jpg																n1595	7	1	大分交通（株）	辻間団地線81																			
	古市			message=,stime=0:00,etime=0:4620		33.33803829	131.4943479			small_busstop.jpg																n1595	8	1	大分交通（株）	別大線AS71																			
	古市			message=,stime=0:00,etime=0:4621		33.33803829	131.4943479			small_busstop.jpg																n1595	9	1	国東観光バス（株）	国大線、国杵線																			
	古市			message=,stime=0:00,etime=0:4622		33.33803829	131.4943479			small_busstop.jpg																n1595	10	1	大分交通（株）	大分・別府・日出～国東																			
	古市			message=,stime=0:00,etime=0:4623		33.42751382	131.3535841			small_busstop.jpg																n1596	1	1	大交北部バス（株）	安心院～福貴野																			
	古市			message=,stime=0:00,etime=0:4624		33.42751382	131.3535841			small_busstop.jpg																n1596	2	1	亀の井バス（株）	安心院線																			
	古市入口			message=,stime=0:00,etime=0:4625		32.96306673	131.8619318			small_busstop.jpg																n1597	1	1	大分バス（株）	佐伯駅～コスモタウン～久保線																			
	古市入口			message=,stime=0:00,etime=0:4626		32.96306673	131.8619318			small_busstop.jpg																n1597	2	1	大分バス（株）	佐伯駅～久保																			
	古市入江橋			message=,stime=0:00,etime=0:4627		33.33442511	131.4935731			small_busstop.jpg																n1598	1	1	大分交通（株）	APU線50																			
	古市入江橋			message=,stime=0:00,etime=0:4628		33.33442511	131.4935731			small_busstop.jpg																n1598	2	1	大分交通（株）	APU線51																			
	古市入江橋			message=,stime=0:00,etime=0:4629		33.33442511	131.4935731			small_busstop.jpg																n1598	3	1	大分交通（株）	APU線52																			
	古市入江橋			message=,stime=0:00,etime=0:4630		33.33442511	131.4935731			small_busstop.jpg																n1598	4	1	大分交通（株）	APU線53																			
	古市入江橋			message=,stime=0:00,etime=0:4631		33.33442511	131.4935731			small_busstop.jpg																n1598	5	1	大分交通（株）	APU線AS54																			
	古市入江橋			message=,stime=0:00,etime=0:4632		33.33442511	131.4935731			small_busstop.jpg																n1598	6	1	大分交通（株）	辻間団地線80																			
	古市入江橋			message=,stime=0:00,etime=0:4633		33.33442511	131.4935731			small_busstop.jpg																n1598	7	1	大分交通（株）	辻間団地線81																			
	古市入江橋			message=,stime=0:00,etime=0:4634		33.33442511	131.4935731			small_busstop.jpg																n1598	8	1	大分交通（株）	別大線AS71																			
	古市入江橋			message=,stime=0:00,etime=0:4635		33.33442511	131.4935731			small_busstop.jpg																n1598	9	1	国東観光バス（株）	国大線、国杵線																			
	古市入江橋			message=,stime=0:00,etime=0:4636		33.33442511	131.4935731			small_busstop.jpg																n1598	10	1	大分交通（株）	大分・別府・日出～国東																			
	古寺			message=,stime=0:00,etime=0:4637		33.3076022	131.4880162			small_busstop.jpg																n1599	1	1	亀の井バス（株）	新港町・鉄輪経由　APU線																			
	古城の坂			message=,stime=0:00,etime=0:4638		33.57620603	131.2077812			small_busstop.jpg																n1600	1	1	大交北部バス（株）	中津駅～野路（大貞車庫［中津北高］ゆき）																			
	古城老人憩いの家			message=,stime=0:00,etime=0:4639		33.57638377	131.4681894			small_busstop.jpg																n1601	1	3	豊後高田市	草地線																			
	古森			message=,stime=0:00,etime=0:4640		33.56391402	131.2388059			small_busstop.jpg																n1602	1	1	大交北部バス（株）	中津駅前～田中																			
	古川下			message=,stime=0:00,etime=0:4641		33.44371383	131.4209371			small_busstop.jpg																n1603	1	3	宇佐市	古川・上ノ原線																			
	古川上			message=,stime=0:00,etime=0:4642		33.43925001	131.423668			small_busstop.jpg																n1604	1	3	宇佐市	古川・上ノ原線																			
	古川神社			message=,stime=0:00,etime=0:4643		33.4412026	131.422534			small_busstop.jpg																n1605	1	3	宇佐市	古川・上ノ原線																			
	古荘医院原口診療所			message=,stime=0:00,etime=0:4644		33.41389938	131.3114075			small_busstop.jpg																n1606	1	3	宇佐市	日岳・五名線																			
	古荘医院前			message=,stime=0:00,etime=0:4645		33.43776811	131.3516782			small_busstop.jpg																n1607	1	3	宇佐市	萱籠・筌ノ口線																			
	古荘医院前			message=,stime=0:00,etime=0:4646		33.43776811	131.3516782			small_busstop.jpg																n1607	2	3	宇佐市	古川・上ノ原線																			
	古荘医院前			message=,stime=0:00,etime=0:4647		33.43776811	131.3516782			small_busstop.jpg																n1607	3	3	宇佐市	大内・塔尾線																			
	古荘医院前			message=,stime=0:00,etime=0:4648		33.43776811	131.3516782			small_busstop.jpg																n1607	4	3	宇佐市	中山・新貝線																			
	古荘医院前			message=,stime=0:00,etime=0:4649		33.43776811	131.3516782			small_busstop.jpg																n1607	5	3	宇佐市	南毛線																			
	古荘医院前			message=,stime=0:00,etime=0:4650		33.43776811	131.3516782			small_busstop.jpg																n1607	6	3	宇佐市	平ヶ倉線																			
	古中熊			message=,stime=0:00,etime=0:4651		33.04370567	131.4055459			small_busstop.jpg																n1608	1	3	豊後大野市	綿田線																			
	古中熊			message=,stime=0:00,etime=0:4652		33.04370567	131.4055459			small_busstop.jpg																n1608	2	1	竹田交通（株）	玉来～直入支所前																			
	古中熊			message=,stime=0:00,etime=0:4653		33.04370567	131.4055459			small_busstop.jpg																n1608	3	1	竹田交通（株）	竹田交通～直入町役場																			
	古町			message=,stime=0:00,etime=0:4654		32.96890046	131.3913422			small_busstop.jpg																n1609	1	1	大分バス（株）	元町・犬飼・田中・竹田																			
	古町			message=,stime=0:00,etime=0:4655		32.96890046	131.3913422			small_busstop.jpg																n1609	2	1	大分バス（株）	大道・犬飼・田中・竹田、大道・犬飼・田中																			
	古町			message=,stime=0:00,etime=0:4656		32.96890046	131.3913422			small_busstop.jpg																n1609	3	3	竹田市	岩本線（竹田市役所～岩本～荻駅）																			
	古町			message=,stime=0:00,etime=0:4657		32.96890046	131.3913422			small_busstop.jpg																n1609	4	3	竹田市	岩本線（竹田市役所～岩本～宮平）																			
	古町			message=,stime=0:00,etime=0:4658		32.96890046	131.3913422			small_busstop.jpg																n1609	5	1	竹田交通（株）	玉来～直入支所前																			
	古町			message=,stime=0:00,etime=0:4659		32.96890046	131.3913422			small_busstop.jpg																n1609	6	1	竹田交通（株）	玉来～直入町支所																			
	古町			message=,stime=0:00,etime=0:4660		32.96890046	131.3913422			small_busstop.jpg																n1609	7	1	竹田交通（株）	玉来～田中																			
	古町			message=,stime=0:00,etime=0:4661		32.96890046	131.3913422			small_busstop.jpg																n1609	8	1	竹田交通（株）	玉来～梅の木																			
	古町			message=,stime=0:00,etime=0:4662		32.96890046	131.3913422			small_busstop.jpg																n1609	9	1	大分バス（株）	金池～竹田交通（県立病院経由）																			
	古町			message=,stime=0:00,etime=0:4663		32.96890046	131.3913422			small_busstop.jpg																n1609	10	1	大分バス（株）	金池～竹田交通（元町経由）																			
	古町			message=,stime=0:00,etime=0:4664		32.96890046	131.3913422			small_busstop.jpg																n1609	11	1	大分バス（株）	金池～竹田交通（大道経由）																			
	古町			message=,stime=0:00,etime=0:4665		32.96890046	131.3913422			small_busstop.jpg																n1609	12	3	竹田市	高伏線（玉来～高伏～直入支所）																			
	古町			message=,stime=0:00,etime=0:4666		32.96890046	131.3913422			small_busstop.jpg																n1609	13	3	竹田市	高伏線（竹田交通～高伏～直入支所）																			
	古町			message=,stime=0:00,etime=0:4667		32.96890046	131.3913422			small_busstop.jpg																n1609	14	1	竹田交通（株）	竹田駅～緒方駅																			
	古町			message=,stime=0:00,etime=0:4668		32.96890046	131.3913422			small_busstop.jpg																n1609	15	1	竹田交通（株）	竹田駅～田代																			
	古町			message=,stime=0:00,etime=0:4669		32.96890046	131.3913422			small_busstop.jpg																n1609	16	1	竹田交通（株）	竹田駅～米山																			
	古町			message=,stime=0:00,etime=0:4670		32.96890046	131.3913422			small_busstop.jpg																n1609	17	1	竹田交通（株）	竹田交通～直入支店前																			
	古町			message=,stime=0:00,etime=0:4671		32.96890046	131.3913422			small_busstop.jpg																n1609	18	1	竹田交通（株）	竹田交通～直入町役場																			
	古町			message=,stime=0:00,etime=0:4672		32.96890046	131.3913422			small_busstop.jpg																n1609	19	1	竹田交通（株）	竹田交通～梅の木																			
	古町			message=,stime=0:00,etime=0:4673		32.96890046	131.3913422			small_busstop.jpg																n1609	20	1	竹田交通（株）	竹田市役所～甘橡																			
	古町			message=,stime=0:00,etime=0:4674		32.96890046	131.3913422			small_busstop.jpg																n1609	21	1	竹田交通（株）	竹田市役所～原山																			
	古町			message=,stime=0:00,etime=0:4675		32.96890046	131.3913422			small_busstop.jpg																n1609	22	1	竹田交通（株）	竹田市役所～緒方駅																			
	古町			message=,stime=0:00,etime=0:4676		32.96890046	131.3913422			small_busstop.jpg																n1609	23	1	竹田交通（株）	竹田市役所～米山																			
	古町			message=,stime=0:00,etime=0:4677		32.96890046	131.3913422			small_busstop.jpg																n1609	24	1	大分バス（株）	田中～竹田交通																			
	古町			message=,stime=0:00,etime=0:4678		32.96890046	131.3913422			small_busstop.jpg																n1609	25	3	竹田市	渡瀬線																			
	古町			message=,stime=0:00,etime=0:4679		32.96890046	131.3913422			small_busstop.jpg																n1609	26	3	竹田市	馬瀬野線（竹田駅～馬瀬野～政所）																			
	古町			message=,stime=0:00,etime=0:4680		32.96890046	131.3913422			small_busstop.jpg																n1609	27	3	竹田市	馬瀬野線（竹田市役所～馬瀬野～政所）																			
	古町			message=,stime=0:00,etime=0:4681		32.96890046	131.3913422			small_busstop.jpg																n1609	28	3	竹田市	雉が平線																			
	古殿			message=,stime=0:00,etime=0:4682		33.02859964	131.4463253			small_busstop.jpg																n1610	1	3	豊後大野市	古殿線																			
	古殿公民館入口			message=,stime=0:00,etime=0:4683		33.029726	131.4518304			small_busstop.jpg																n1611	1	3	豊後大野市	古殿線																			
	古田			message=,stime=0:00,etime=0:4684		33.40979965	130.9052187			small_busstop.jpg																n1612	1	3	日田市	大鶴線																			
	古柄			message=,stime=0:00,etime=0:4685		33.56833251	131.641845			small_busstop.jpg																n1613	1	1	国東観光バス（株）	豊崎線																			
	古野			message=,stime=0:00,etime=0:4686		33.21131431	131.5253748			small_busstop.jpg																n1614	1	1	大分バス（株）	大石町・大学病院・由布川温泉																			
	孤窪			message=,stime=0:00,etime=0:4687		32.92385501	131.9262559			small_busstop.jpg																n1615	1	1	大分バス（株）	佐伯駅～畑の浦～尾浦・西の浦～蒲江～丸市尾～波当津線																			
	孤窪			message=,stime=0:00,etime=0:4688		32.92385501	131.9262559			small_busstop.jpg																n1615	2	1	大分バス（株）	佐伯駅～波当津（尾浦・西の浦経由）																			
	戸ノ口			message=,stime=0:00,etime=0:4689		33.03972392	131.6355211			small_busstop.jpg																n1616	1	1	大野交通（株）	大野交通～犬飼駅																			
	戸の口			message=,stime=0:00,etime=0:4690		32.97786454	131.5506844			small_busstop.jpg																n1617	1	1	大野交通（株）	県立三重病院～田中																			
	戸の口			message=,stime=0:00,etime=0:4691		32.97786454	131.5506844			small_busstop.jpg																n1617	2	1	大野交通（株）	大野交通～緒方町立病院																			
	戸の口			message=,stime=0:00,etime=0:4692		32.97786454	131.5506844			small_busstop.jpg																n1617	3	1	大野交通（株）	大野交通～田中																			
	戸の口			message=,stime=0:00,etime=0:4693		32.97786454	131.5506844			small_busstop.jpg																n1617	4	1	大野交通（株）	田中～監督署																			
	戸屋ノ口			message=,stime=0:00,etime=0:4694		33.30930237	131.015043			small_busstop.jpg																n1618	1	3	日田市	月出山線																			
	戸屋平			message=,stime=0:00,etime=0:4695		32.97893465	131.6990703			small_busstop.jpg																n1619	1	1	大分バス（株）	急行・大道・犬飼・野津町・佐伯																			
	戸屋平			message=,stime=0:00,etime=0:4696		32.97893465	131.6990703			small_busstop.jpg																n1619	2	1	大分バス（株）	大分～野津町～風連（フウレン）鍾乳洞～佐伯線																			
	戸屋平			message=,stime=0:00,etime=0:4697		32.97893465	131.6990703			small_busstop.jpg																n1619	3	1	大分バス（株）	大分～佐伯駅																			
	戸屋平			message=,stime=0:00,etime=0:4698		32.97893465	131.6990703			small_busstop.jpg																n1619	4	3	臼杵市	白岩線																			
	戸屋平			message=,stime=0:00,etime=0:4699		32.97893465	131.6990703			small_busstop.jpg																n1619	5	1	大分バス（株）	佐伯駅～野津南																			
	戸刈田			message=,stime=0:00,etime=0:4700		33.21024025	131.020109			small_busstop.jpg																n1620	1	1	日田バス（株）	五馬線																			
	戸崎			message=,stime=0:00,etime=0:4701		33.0191402	131.4805119			small_busstop.jpg																n1621	1	1	大分バス（株）	元町・犬飼・田中・竹田																			
	戸崎			message=,stime=0:00,etime=0:4702		33.0191402	131.4805119			small_busstop.jpg																n1621	2	1	大分バス（株）	大道・犬飼・田中・竹田、大道・犬飼・田中																			
	戸崎			message=,stime=0:00,etime=0:4703		33.0191402	131.4805119			small_busstop.jpg																n1621	3	1	大分バス（株）	田中～竹田交通																			
	戸崎			message=,stime=0:00,etime=0:4704		33.0191402	131.4805119			small_busstop.jpg																n1621	4	3	豊後大野市	北部幹線																			
	戸崎			message=,stime=0:00,etime=0:4705		33.0191402	131.4805119			small_busstop.jpg																n1621	5	1	竹田交通（株）	玉来～田中																			
	戸崎			message=,stime=0:00,etime=0:4706		33.0191402	131.4805119			small_busstop.jpg																n1621	6	1	大分バス（株）	金池～竹田交通（県立病院経由）																			
	戸崎			message=,stime=0:00,etime=0:4707		33.0191402	131.4805119			small_busstop.jpg																n1621	7	1	大分バス（株）	金池～竹田交通（元町経由）																			
	戸崎			message=,stime=0:00,etime=0:4708		33.0191402	131.4805119			small_busstop.jpg																n1621	8	1	大分バス（株）	金池～竹田交通（大道経由）																			
	戸崎前			message=,stime=0:00,etime=0:4709		33.41968081	131.0161708			small_busstop.jpg																n1622	1	3	中津市	槻木線																			
	戸崎前			message=,stime=0:00,etime=0:4710		33.41968081	131.0161708			small_busstop.jpg																n1622	2	3	中津市	毛谷村線																			
	戸山中学校前			message=,stime=0:00,etime=0:4711		33.36229379	130.959284			small_busstop.jpg																n1623	1	1	大交北部バス（株）	中津駅前～日田																			
	戸次			message=,stime=0:00,etime=0:4712		33.15166274	131.656669			small_busstop.jpg																n1624	1	1	九州産交バス（株）	熊本⇔大分																			
	戸次			message=,stime=0:00,etime=0:4713		33.15166274	131.656669			small_busstop.jpg																n1624	2	1	大分バス（株）	急行・大道・犬飼・野津町・佐伯																			
	戸次			message=,stime=0:00,etime=0:4714		33.15166274	131.656669			small_busstop.jpg																n1624	3	1	大分バス（株）	熊本特急（やまびこ号）																			
	戸次			message=,stime=0:00,etime=0:4715		33.15166274	131.656669			small_busstop.jpg																n1624	4	1	大分バス（株）	元町・犬飼・田中・竹田																			
	戸次			message=,stime=0:00,etime=0:4716		33.15166274	131.656669			small_busstop.jpg																n1624	5	1	大分バス（株）	元町・大分大学入口・戸次																			
	戸次			message=,stime=0:00,etime=0:4717		33.15166274	131.656669			small_busstop.jpg																n1624	6	1	大分バス（株）	大道・犬飼・田中・竹田、大道・犬飼・田中																			
	戸次			message=,stime=0:00,etime=0:4718		33.15166274	131.656669			small_busstop.jpg																n1624	7	1	大分バス（株）	大道・大分大学入口・戸次、大道・県病入口・榎峠・臼杵																			
	戸次			message=,stime=0:00,etime=0:4719		33.15166274	131.656669			small_busstop.jpg																n1624	8	1	大分バス（株）	大分⇔鹿児島																			
	戸次			message=,stime=0:00,etime=0:4720		33.15166274	131.656669			small_busstop.jpg																n1624	9	1	大分バス（株）	大分臼杵線																			
	戸次			message=,stime=0:00,etime=0:4721		33.15166274	131.656669			small_busstop.jpg																n1624	10	1	大分バス（株）	大分臼杵線（大道経由）																			
	戸次			message=,stime=0:00,etime=0:4722		33.15166274	131.656669			small_busstop.jpg																n1624	11	1	大分バス（株）	大分佐伯線（急行）																			
	戸次			message=,stime=0:00,etime=0:4723		33.15166274	131.656669			small_busstop.jpg																n1624	12	1	大分バス（株）	金池～竹田交通（県立病院経由）																			
	戸次			message=,stime=0:00,etime=0:4724		33.15166274	131.656669			small_busstop.jpg																n1624	13	1	大分バス（株）	金池～竹田交通（元町経由）																			
	戸次			message=,stime=0:00,etime=0:4725		33.15166274	131.656669			small_busstop.jpg																n1624	14	1	大分バス（株）	金池～竹田交通（大道経由）																			
	戸次			message=,stime=0:00,etime=0:4726		33.15166274	131.656669			small_busstop.jpg																n1624	15	1	大分バス（株）	犬飼久原～大分																			
	戸上			message=,stime=0:00,etime=0:4727		32.95227736	131.3125282			small_busstop.jpg																n1625	1	1	竹田交通（株）	原山～竹田交通																			
	戸上			message=,stime=0:00,etime=0:4728		32.95227736	131.3125282			small_busstop.jpg																n1625	2	1	竹田交通（株）	竹田駅～田代																			
	戸上			message=,stime=0:00,etime=0:4729		32.95227736	131.3125282			small_busstop.jpg																n1625	3	1	竹田交通（株）	竹田交通～田代																			
	戸上			message=,stime=0:00,etime=0:4730		32.95227736	131.3125282			small_busstop.jpg																n1625	4	1	竹田交通（株）	竹田市役所～甘橡																			
	戸上			message=,stime=0:00,etime=0:4731		32.95227736	131.3125282			small_busstop.jpg																n1625	5	1	竹田交通（株）	竹田市役所～原山																			
	戸方			message=,stime=0:00,etime=0:4732		33.42385795	131.376385			small_busstop.jpg																n1626	1	1	大交北部バス（株）	安心院～東椎屋の滝入り口																			
	狐平			message=,stime=0:00,etime=0:4733		33.4398332	131.650542			small_busstop.jpg																n1627	1	1	国東観光バス（株）	南安岐線																			
	狐平			message=,stime=0:00,etime=0:4734		33.4398332	131.650542			small_busstop.jpg																n1627	2	1	国東観光バス（株）	南安岐線（杵築高校行）																			
	狐平			message=,stime=0:00,etime=0:4735		33.4398332	131.650542			small_busstop.jpg																n1627	3	1	国東観光バス（株）	杵築～安岐（山口経由）																			
	胡麻ヶ坂			message=,stime=0:00,etime=0:4736		33.34824493	131.4972723			small_busstop.jpg																n1628	1	1	大分交通（株）	辻間団地線80																			
	胡麻ヶ坂			message=,stime=0:00,etime=0:4737		33.34824493	131.4972723			small_busstop.jpg																n1628	2	1	大分交通（株）	辻間団地線81																			
	胡麻ヶ坂			message=,stime=0:00,etime=0:4738		33.34824493	131.4972723			small_busstop.jpg																n1628	3	1	国東観光バス（株）	国大線、国杵線																			
	胡麻ヶ坂			message=,stime=0:00,etime=0:4739		33.34824493	131.4972723			small_busstop.jpg																n1628	4	1	大分交通（株）	大分・別府・日出～国東																			
	菰田			message=,stime=0:00,etime=0:4740		33.1775366	131.6627182			small_busstop.jpg																n1629	1	1	大分バス（株）	高城・別保橋・横尾、高城・別保橋（・皆春団地）・松岡・判田橋																			
	菰田			message=,stime=0:00,etime=0:4741		33.1775366	131.6627182			small_busstop.jpg																n1629	2	1	大分バス（株）	明野・猪野・岡原・けやき台																			
	菰田			message=,stime=0:00,etime=0:4742		33.1775366	131.6627182			small_busstop.jpg																n1629	3	1	大分バス（株）	明野・猪野・岡原・東芝																			
	菰田			message=,stime=0:00,etime=0:4743		33.1775366	131.6627182			small_busstop.jpg																n1629	4	1	大分バス（株）	明野・猪野・岡原・判田橋・大分南高校																			
	跨道橋			message=,stime=0:00,etime=0:4744		33.03947835	131.5061826			small_busstop.jpg																n1630	1	3	豊後大野市	木浦畑線																			
	鼓			message=,stime=0:00,etime=0:4745		33.64064472	131.6880826			small_busstop.jpg																n1631	1	1	国東観光バス（株）	岩戸寺線																			
	鼓			message=,stime=0:00,etime=0:4746		33.64064472	131.6880826			small_busstop.jpg																n1631	2	1	国東観光バス（株）	岩戸寺線（国東中学経由）																			
	鼓			message=,stime=0:00,etime=0:4747		33.64064472	131.6880826			small_busstop.jpg																n1631	3	1	国東観光バス（株）	竹田津線																			
	鼓			message=,stime=0:00,etime=0:4748		33.64064472	131.6880826			small_busstop.jpg																n1631	4	1	国東観光バス（株）	東国見線																			
	鼓石			message=,stime=0:00,etime=0:4749		33.00681787	131.6478257			small_busstop.jpg																n1632	1	1	臼津交通（株）	臼三線（臼杵駅～大野交通本社）																			
	鼓石			message=,stime=0:00,etime=0:4750		33.00681787	131.6478257			small_busstop.jpg																n1632	2	1	臼津交通（株）	臼三線（臼杵商業高校経由）																			
	鼓石			message=,stime=0:00,etime=0:4751		33.00681787	131.6478257			small_busstop.jpg																n1632	3	1	臼津交通（株）	臼三線（臼杵石仏経由）																			
	鼓石			message=,stime=0:00,etime=0:4752		33.00681787	131.6478257			small_busstop.jpg																n1632	4	1	臼津交通（株）	臼三線（大野交通本社～野津市）																			
	鼓石			message=,stime=0:00,etime=0:4753		33.00681787	131.6478257			small_busstop.jpg																n1632	5	1	臼津交通（株）	臼三線（辻経由）																			
	鼓石			message=,stime=0:00,etime=0:4754		33.00681787	131.6478257			small_busstop.jpg																n1632	6	3	臼杵市	東谷線																			
	鼓石			message=,stime=0:00,etime=0:4755		33.00681787	131.6478257			small_busstop.jpg																n1632	7	1	大野交通（株）	大野交通本社～野津市																			
	鼓石			message=,stime=0:00,etime=0:4756		33.00681787	131.6478257			small_busstop.jpg																n1632	8	1	大野交通（株）	大野交通本社～臼杵																			
	鼓石			message=,stime=0:00,etime=0:4757		33.00681787	131.6478257			small_busstop.jpg																n1632	9	1	大野交通（株）	大野交通本社～臼杵駅																			
	鼓石			message=,stime=0:00,etime=0:4758		33.00681787	131.6478257			small_busstop.jpg																n1632	10	1	大野交通（株）	大野交通本社～臼杵駅（臼杵石仏経由）																			
	鼓石			message=,stime=0:00,etime=0:4759		33.00681787	131.6478257			small_busstop.jpg																n1632	11	1	大野交通（株）	大野交通本社～臼杵駅（上臼杵駅経由）																			
	五条殿			message=,stime=0:00,etime=0:4760		33.25278182	130.91404			small_busstop.jpg																n1633	1	3	日田市	串川線																			
	五田			message=,stime=0:00,etime=0:4761		33.43047117	131.6083754			small_busstop.jpg																n1634	1	1	国東観光バス（株）	杵築～俣水																			
	五徳			message=,stime=0:00,etime=0:4762		33.60133974	131.7017079			small_busstop.jpg																n1635	1	3	国東市	深江・寺山線																			
	五馬中前			message=,stime=0:00,etime=0:4763		33.21974537	131.0266			small_busstop.jpg																n1636	1	1	日田バス（株）	本城線																			
	五馬入口			message=,stime=0:00,etime=0:4764		33.18837772	130.9947759			small_busstop.jpg																n1637	1	1	日田バス（株）	五馬線																			
	五馬入口			message=,stime=0:00,etime=0:4765		33.18837772	130.9947759			small_busstop.jpg																n1637	2	1	日田バス（株）	日田～杖立線																			
	五馬農協前			message=,stime=0:00,etime=0:4766		33.2252294	131.0181819			small_busstop.jpg																n1638	1	1	日田バス（株）	五馬線																			
	五反田			message=,stime=0:00,etime=0:4767		33.19091378	131.5030459			small_busstop.jpg																n1639	1	3	由布市	酒野コース																			
	五福			message=,stime=0:00,etime=0:4768		33.18349655	131.45688			small_busstop.jpg																n1640	1	3	由布市	シャトルコース																			
	五福			message=,stime=0:00,etime=0:4769		33.18349655	131.45688			small_busstop.jpg																n1640	2	3	由布市	シャトルコース（庄内庁舎～																			
	五福			message=,stime=0:00,etime=0:4770		33.18349655	131.45688			small_busstop.jpg																n1640	3	3	由布市	小挾間・柚の木コース																			
	五福			message=,stime=0:00,etime=0:4771		33.18349655	131.45688			small_busstop.jpg																n1640	4	3	由布市	平石コース																			
	五福			message=,stime=0:00,etime=0:4772		33.18349655	131.45688			small_busstop.jpg																n1640	5	3	由布市	籠原コース																			
	五福上住宅前			message=,stime=0:00,etime=0:4773		33.18473887	131.4558905			small_busstop.jpg																n1641	1	3	由布市	大津留コース																			
	五分市			message=,stime=0:00,etime=0:4774		33.26114609	131.1855919			small_busstop.jpg																n1642	1	1	日田バス（株）	龍門線																			
	五名			message=,stime=0:00,etime=0:4775		33.41303639	131.2829839			small_busstop.jpg																n1643	1	1	大交北部バス（株）	安心院～日の岳																			
	五名			message=,stime=0:00,etime=0:4776		33.41303639	131.2829839			small_busstop.jpg																n1643	2	1	大交北部バス（株）	四日市～日の岳（野末乗り換え）																			
	五名			message=,stime=0:00,etime=0:4777		33.41303639	131.2829839			small_busstop.jpg																n1643	3	3	宇佐市	日岳・五名線																			
