	カテゴリ	バス停			サブカテ	路線																																											
	path	busstop			subpath	route																																											
																																																	
																																																	
																																																	
																																																	
	共通属性																									個別属性																							
(項目名)	施設名	電話	住所	時間帯	価格	WGS84緯度	WGS84経度	定休日	駐車場	サムネ画像	ホームページ															id	seq	バスタイプ	バス会社	路線																			
(キー)	name	tel	address	open	fee	lat	lng	closingday	parking	thumbnail	homepage															id	sql	bustype	company	route																			
(属性型)	text	text	text	times	text	degree	degree	text	text	url	url															text	text	text	text	text																			
	中央通り四丁目			message=,stime=0:00,etime=0:11165		32.96537956	131.9011511			small_busstop.jpg																n3957	7	1	大分バス（株）	佐伯駅～浦代～小浦・宮の浦線																			
	中央通り四丁目			message=,stime=0:00,etime=0:11166		32.96537956	131.9011511			small_busstop.jpg																n3957	8	1	大分バス（株）	佐伯駅～山口～蒲江～丸市尾～波当津線																			
	中央通り四丁目			message=,stime=0:00,etime=0:11167		32.96537956	131.9011511			small_busstop.jpg																n3957	9	1	大分バス（株）	佐伯駅～鶴見～鮪浦（シビウラ）～広浦～梶寄線																			
	中央通り四丁目			message=,stime=0:00,etime=0:11168		32.96537956	131.9011511			small_busstop.jpg																n3957	10	1	大分バス（株）	佐伯駅～畑の浦～尾浦・西の浦～蒲江～丸市尾～波当津線																			
	中央通り四丁目			message=,stime=0:00,etime=0:11169		32.96537956	131.9011511			small_busstop.jpg																n3957	11	1	大分バス（株）	大手前～浪太（ナブト）～長田～蒲戸（カマド）～大浜入口																			
	中央通り四丁目			message=,stime=0:00,etime=0:11170		32.96537956	131.9011511			small_busstop.jpg																n3957	12	1	大分バス（株）	大分～野津町～風連（フウレン）鍾乳洞～佐伯線																			
	中央通り四丁目			message=,stime=0:00,etime=0:11171		32.96537956	131.9011511			small_busstop.jpg																n3957	13	1	大分バス（株）	葛港～坂の浦																			
	中央通り四丁目			message=,stime=0:00,etime=0:11172		32.96537956	131.9011511			small_busstop.jpg																n3957	14	1	大分バス（株）	葛港～上津川																			
	中央通り四丁目			message=,stime=0:00,etime=0:11173		32.96537956	131.9011511			small_busstop.jpg																n3957	15	1	大分バス（株）	大分～佐伯駅																			
	中央通り四丁目			message=,stime=0:00,etime=0:11174		32.96537956	131.9011511			small_busstop.jpg																n3957	16	1	大分バス（株）	大分佐伯線（急行）																			
	中央通り四丁目			message=,stime=0:00,etime=0:11175		32.96537956	131.9011511			small_busstop.jpg																n3957	17	1	大分バス（株）	佐伯駅～梶寄																			
	中央通り四丁目			message=,stime=0:00,etime=0:11176		32.96537956	131.9011511			small_busstop.jpg																n3957	18	1	大分バス（株）	佐伯駅～久保																			
	中央通り四丁目			message=,stime=0:00,etime=0:11177		32.96537956	131.9011511			small_busstop.jpg																n3957	19	1	大分バス（株）	佐伯駅～小浦・宮の浦																			
	中央通り四丁目			message=,stime=0:00,etime=0:11178		32.96537956	131.9011511			small_busstop.jpg																n3957	20	1	大分バス（株）	佐伯駅～波当津（青山経由）																			
	中央通り四丁目			message=,stime=0:00,etime=0:11179		32.96537956	131.9011511			small_busstop.jpg																n3957	21	1	大分バス（株）	佐伯駅～波当津（尾浦・西の浦経由）																			
	中央通り四丁目			message=,stime=0:00,etime=0:11180		32.96537956	131.9011511			small_busstop.jpg																n3957	22	1	大分バス（株）	佐伯駅～野津南																			
	中央通り四丁目			message=,stime=0:00,etime=0:11181		32.96537956	131.9011511			small_busstop.jpg																n3957	23	1	大分バス（株）	大手前～大浜入口																			
	中央通り二丁目			message=,stime=0:00,etime=0:11182		32.96184707	131.8995475			small_busstop.jpg																n3958	1	1	大分バス（株）	葛港～佐伯駅～大手前～野口～坂の浦線																			
	中央通り二丁目			message=,stime=0:00,etime=0:11183		32.96184707	131.8995475			small_busstop.jpg																n3958	2	1	大分バス（株）	葛港～木浦（横川経由）																			
	中央通り二丁目			message=,stime=0:00,etime=0:11184		32.96184707	131.8995475			small_busstop.jpg																n3958	3	1	大分バス（株）	葛港～木浦（重岡経由）																			
	中央通り二丁目			message=,stime=0:00,etime=0:11185		32.96184707	131.8995475			small_busstop.jpg																n3958	4	1	大分バス（株）	葛港～佐伯駅～畑木～小半（オナガラ）鍾乳洞～上津川線																			
	中央通り二丁目			message=,stime=0:00,etime=0:11186		32.96184707	131.8995475			small_busstop.jpg																n3958	5	1	大分バス（株）	急行・大道・犬飼・野津町・佐伯																			
	中央通り二丁目			message=,stime=0:00,etime=0:11187		32.96184707	131.8995475			small_busstop.jpg																n3958	6	1	大分バス（株）	佐伯駅～コスモタウン～久保線																			
	中央通り二丁目			message=,stime=0:00,etime=0:11188		32.96184707	131.8995475			small_busstop.jpg																n3958	7	1	大分バス（株）	佐伯駅～浦代～小浦・宮の浦線																			
	中央通り二丁目			message=,stime=0:00,etime=0:11189		32.96184707	131.8995475			small_busstop.jpg																n3958	8	1	大分バス（株）	佐伯駅～山口～蒲江～丸市尾～波当津線																			
	中央通り二丁目			message=,stime=0:00,etime=0:11190		32.96184707	131.8995475			small_busstop.jpg																n3958	9	1	大分バス（株）	佐伯駅～鶴見～鮪浦（シビウラ）～広浦～梶寄線																			
	中央通り二丁目			message=,stime=0:00,etime=0:11191		32.96184707	131.8995475			small_busstop.jpg																n3958	10	1	大分バス（株）	佐伯駅～畑の浦～尾浦・西の浦～蒲江～丸市尾～波当津線																			
	中央通り二丁目			message=,stime=0:00,etime=0:11192		32.96184707	131.8995475			small_busstop.jpg																n3958	11	1	大分バス（株）	大手前～浪太（ナブト）～長田～蒲戸（カマド）～大浜入口																			
	中央通り二丁目			message=,stime=0:00,etime=0:11193		32.96184707	131.8995475			small_busstop.jpg																n3958	12	1	大分バス（株）	大分～野津町～風連（フウレン）鍾乳洞～佐伯線																			
	中央通り二丁目			message=,stime=0:00,etime=0:11194		32.96184707	131.8995475			small_busstop.jpg																n3958	13	1	大分バス（株）	大分佐伯線（急行）																			
	中央通り二丁目			message=,stime=0:00,etime=0:11195		32.96184707	131.8995475			small_busstop.jpg																n3958	14	1	大分バス（株）	葛港～坂の浦																			
	中央病院			message=,stime=0:00,etime=0:11196		33.07177816	131.887789			small_busstop.jpg																n3959	1	1	臼津交通（株）	津久見駅～間元																			
	中央病院			message=,stime=0:00,etime=0:11197		33.07177816	131.887789			small_busstop.jpg																n3959	2	3	津久見市	中央病院～津久見駅線																			
	中央病院			message=,stime=0:00,etime=0:11198		33.07177816	131.887789			small_busstop.jpg																n3959	3	1	臼津交通（株）	運動公園～川内																			
	中央病院			message=,stime=0:00,etime=0:11199		33.07177816	131.887789			small_busstop.jpg																n3959	4	1	臼津交通（株）	津久見駅～千怒・運動公園																			
	中央病院			message=,stime=0:00,etime=0:11200		33.07177816	131.887789			small_busstop.jpg																n3959	5	1	臼津交通（株）	津久見駅～運動公園																			
	中央病院			message=,stime=0:00,etime=0:11201		33.07177816	131.887789			small_busstop.jpg																n3959	6	1	臼津交通（株）	津久見駅～運動公園																			
	中央病院			message=,stime=0:00,etime=0:11202		33.07177816	131.887789			small_busstop.jpg																n3959	7	1	臼津交通（株）	津久見駅～赤崎																			
	中央病院			message=,stime=0:00,etime=0:11203		33.07177816	131.887789			small_busstop.jpg																n3959	8	1	臼津交通（株）	運動公園～内名（久保浦団地）																			
	中央病院			message=,stime=0:00,etime=0:11204		33.07177816	131.887789			small_busstop.jpg																n3959	9	1	臼津交通（株）	運動公園～楠屋																			
	中央病院			message=,stime=0:00,etime=0:11205		33.07177816	131.887789			small_busstop.jpg																n3959	10	1	臼津交通（株）	運動公園～千怒～川内																			
	中央病院			message=,stime=0:00,etime=0:11206		33.07177816	131.887789			small_busstop.jpg																n3959	11	1	臼津交通（株）	津久見駅～つくみん公園～運動公園																			
	中央病院前			message=,stime=0:00,etime=0:11207		33.22015248	131.6565934			small_busstop.jpg																n3960	1	1	大分バス（株）	南下郡・パークシティ明野・パークプレイス・アクロス前・萩原・大分、萩原・アクロス前・パークプレイス・パークシティ明野・南下郡・大分																			
	中央病院前			message=,stime=0:00,etime=0:11208		33.22015248	131.6565934			small_busstop.jpg																n3960	2	1	大分バス（株）	萩原・アクロス前・明野団地（大分高校）、萩原・大分高校・パークシティ明野																			
	中央病院前			message=,stime=0:00,etime=0:11209		33.22015248	131.6565934			small_busstop.jpg																n3960	3	1	大分バス（株）	萩原・高城・池の平・アクロス前・パークプレイス																			
	中屋敷			message=,stime=0:00,etime=0:11210		33.37551655	131.2824653			small_busstop.jpg																n3961	1	1	大交北部バス（株）	安心院～土岩屋																			
	中屋敷			message=,stime=0:00,etime=0:11211		33.21933583	131.431169			small_busstop.jpg																n3962	1	3	由布市	大津留コース																			
	中河原			message=,stime=0:00,etime=0:11212		33.00768342	131.8985141			small_busstop.jpg																n3963	1	1	大分バス（株）	大手前～浪太（ナブト）～長田～蒲戸（カマド）～大浜入口																			
	中河原			message=,stime=0:00,etime=0:11213		33.00768342	131.8985141			small_busstop.jpg																n3963	2	1	大分バス（株）	大手前～大浜入口																			
	中河内			message=,stime=0:00,etime=0:11214		33.65646698	131.5801614			small_busstop.jpg																n3964	1	3	国東市	鬼籠・櫛海線																			
	中会			message=,stime=0:00,etime=0:11215		33.39227689	130.9411574			small_busstop.jpg																n3965	1	1	日田バス（株）	小鹿田線																			
	中学校			message=,stime=0:00,etime=0:11216		32.95397243	131.5123678			small_busstop.jpg																n3966	1	3	豊後大野市	清川町宮津留ー轟ルート																			
	中学校			message=,stime=0:00,etime=0:11217		32.95397243	131.5123678			small_busstop.jpg																n3966	2	3	豊後大野市	清川町黒峰～尾首ルート																			
	中学校			message=,stime=0:00,etime=0:11218		32.95397243	131.5123678			small_busstop.jpg																n3966	3	3	豊後大野市	清川町津留～左右知ルート																			
	中学校			message=,stime=0:00,etime=0:11219		32.95397243	131.5123678			small_busstop.jpg																n3966	4	3	豊後大野市	清川町通学西小ルート																			
	中学校			message=,stime=0:00,etime=0:11220		32.95397243	131.5123678			small_busstop.jpg																n3966	5	3	豊後大野市	清川町通学東小ルート																			
	中学校			message=,stime=0:00,etime=0:11221		32.95397243	131.5123678			small_busstop.jpg																n3966	6	3	豊後大野市	清川町伏野～白山ルート																			
